R,H,I,E,S,Time
922,2,357,800,7919,18.4572
923,2,356,800,7919,18.4595
923,2,356,801,7918,18.4617
923,2,356,802,7917,18.4664
924,2,355,802,7917,18.4702
924,2,355,803,7916,18.4799
924,2,356,802,7916,18.4829
924,2,356,803,7915,18.483
924,2,356,804,7914,18.484
924,2,356,805,7913,18.4865
924,2,356,806,7912,18.4884
925,2,355,806,7912,18.4893
926,2,354,806,7912,18.4928
926,2,354,807,7911,18.4954
927,2,353,807,7911,18.4969
928,2,352,807,7911,18.4976
928,2,353,806,7911,18.4978
929,2,352,806,7911,18.5002
930,2,351,806,7911,18.5006
930,2,352,805,7911,18.5027
930,2,352,806,7910,18.5045
930,2,352,807,7909,18.5074
930,2,353,806,7909,18.5075
930,2,353,807,7908,18.5091
930,2,353,808,7907,18.5091
930,2,354,807,7907,18.5216
930,2,355,806,7907,18.5216
930,2,355,807,7906,18.5223
930,2,355,808,7905,18.5237
930,2,356,807,7905,18.5266
931,2,355,807,7905,18.5285
931,2,355,808,7904,18.5304
931,2,355,809,7903,18.5306
931,2,355,810,7902,18.5315
932,2,354,810,7902,18.5326
933,2,353,810,7902,18.5327
933,2,353,811,7901,18.5356
933,2,353,812,7900,18.5359
934,2,352,812,7900,18.5361
934,2,353,811,7900,18.5364
934,2,353,812,7899,18.5373
934,2,354,811,7899,18.5387
934,2,354,812,7898,18.5399
935,2,353,812,7898,18.5482
936,2,352,812,7898,18.5544
936,2,353,811,7898,18.5559
937,2,352,811,7898,18.5572
937,2,353,810,7898,18.5584
937,2,354,809,7898,18.5592
937,2,355,808,7898,18.5629
938,2,354,808,7898,18.5713
938,2,354,809,7897,18.5731
939,2,353,809,7897,18.5732
939,2,353,810,7896,18.5764
939,2,354,809,7896,18.5798
940,2,353,809,7896,18.5798
940,2,353,810,7895,18.5813
940,2,353,811,7894,18.5818
941,2,352,811,7894,18.5848
941,2,352,812,7893,18.5916
941,2,352,813,7892,18.5957
941,2,353,812,7892,18.6019
942,2,352,812,7892,18.6065
942,2,353,811,7892,18.6101
942,2,354,810,7892,18.6104
943,2,353,810,7892,18.6105
943,2,354,809,7892,18.6118
943,2,354,810,7891,18.612
943,2,354,811,7890,18.6131
943,2,355,810,7890,18.6141
943,2,355,811,7889,18.6152
943,2,355,812,7888,18.6169
943,2,356,811,7888,18.6213
943,2,357,810,7888,18.6229
944,2,356,810,7888,18.6229
944,2,357,809,7888,18.6231
945,2,356,809,7888,18.6239
946,2,355,809,7888,18.628
947,2,354,809,7888,18.6316
947,2,354,810,7887,18.6338
947,2,354,811,7886,18.6341
948,2,353,811,7886,18.6352
948,2,353,812,7885,18.6379
949,2,352,812,7885,18.6414
950,2,351,812,7885,18.6437
950,2,352,811,7885,18.6495
950,2,353,810,7885,18.65
951,2,352,810,7885,18.6508
951,2,353,809,7885,18.6524
952,2,352,809,7885,18.6541
952,2,352,810,7884,18.655
952,2,353,809,7884,18.6556
953,2,352,809,7884,18.6639
953,2,353,808,7884,18.6662
953,2,354,807,7884,18.6671
953,2,355,806,7884,18.6673
953,2,355,807,7883,18.669
953,2,355,808,7882,18.6738
953,2,355,809,7881,18.6746
953,2,355,810,7880,18.6746
953,2,355,811,7879,18.6768
953,2,355,812,7878,18.6774
953,2,356,811,7878,18.6799
954,2,355,811,7878,18.6807
954,2,355,812,7877,18.6816
954,2,355,813,7876,18.6819
954,2,356,812,7876,18.6853
954,2,357,811,7876,18.6878
955,2,356,811,7876,18.6939
955,2,356,812,7875,18.6955
956,2,355,812,7875,18.6962
957,2,354,812,7875,18.6972
957,2,354,813,7874,18.6992
957,2,354,814,7873,18.6993
957,2,354,815,7872,18.6998
957,2,354,816,7871,18.7011
957,2,354,817,7870,18.7012
957,2,354,818,7869,18.7068
957,2,354,819,7868,18.7072
957,2,354,820,7867,18.7081
957,2,354,821,7866,18.7115
957,2,355,820,7866,18.7117
958,2,354,820,7866,18.7129
958,2,354,821,7865,18.7159
959,2,353,821,7865,18.7163
960,2,352,821,7865,18.717
961,2,351,821,7865,18.7183
961,2,351,822,7864,18.7197
962,2,350,822,7864,18.7199
962,2,351,821,7864,18.7208
963,2,350,821,7864,18.7255
964,2,349,821,7864,18.7289
965,2,348,821,7864,18.7291
965,2,349,820,7864,18.7317
965,2,349,821,7863,18.7321
965,2,350,820,7863,18.7323
965,2,350,821,7862,18.7329
966,2,349,821,7862,18.7348
966,2,349,822,7861,18.739
966,2,349,823,7860,18.7395
966,2,350,822,7860,18.7399
967,2,349,822,7860,18.7435
968,2,348,822,7860,18.7476
968,2,349,821,7860,18.7488
968,2,349,822,7859,18.7507
969,2,348,822,7859,18.7514
969,2,349,821,7859,18.7518
970,2,348,821,7859,18.7534
970,2,349,820,7859,18.7544
971,2,348,820,7859,18.7557
971,2,348,821,7858,18.7636
971,2,348,822,7857,18.7661
971,2,349,821,7857,18.7718
972,2,348,821,7857,18.7723
972,2,348,822,7856,18.7777
972,2,349,821,7856,18.7796
972,2,350,820,7856,18.7796
972,2,350,821,7855,18.7839
973,2,349,821,7855,18.7857
973,2,349,822,7854,18.7881
973,2,350,821,7854,18.7884
973,2,351,820,7854,18.7893
974,2,350,820,7854,18.7901
974,2,351,819,7854,18.7915
974,2,351,820,7853,18.7923
974,2,352,819,7853,18.7987
974,2,352,820,7852,18.7987
974,2,353,819,7852,18.8034
974,2,354,818,7852,18.8081
975,2,353,818,7852,18.8103
975,2,354,817,7852,18.8112
975,2,354,818,7851,18.8118
975,2,355,817,7851,18.8128
975,2,355,818,7850,18.8176
975,2,356,817,7850,18.8187
975,2,357,816,7850,18.8233
975,2,357,817,7849,18.8236
975,2,357,818,7848,18.8237
975,2,358,817,7848,18.8242
976,2,357,817,7848,18.8254
976,2,357,818,7847,18.8267
976,2,357,819,7846,18.8307
976,2,357,820,7845,18.8391
977,2,356,820,7845,18.8423
978,2,355,820,7845,18.8435
979,2,354,820,7845,18.8442
980,2,353,820,7845,18.845
980,2,354,819,7845,18.8456
980,2,355,818,7845,18.8469
980,2,355,819,7844,18.847
980,2,355,820,7843,18.8478
981,2,354,820,7843,18.8512
981,2,354,821,7842,18.8517
981,2,355,820,7842,18.8542
981,2,355,821,7841,18.8601
981,2,355,822,7840,18.8648
982,2,354,822,7840,18.8665
983,2,353,822,7840,18.8675
984,2,352,822,7840,18.8678
984,2,353,821,7840,18.8723
985,2,352,821,7840,18.8723
985,2,352,822,7839,18.8726
985,2,353,821,7839,18.8742
986,2,352,821,7839,18.875
986,2,352,822,7838,18.8755
986,2,353,821,7838,18.8759
986,2,353,822,7837,18.8816
987,2,352,822,7837,18.8819
988,2,351,822,7837,18.8819
988,2,352,821,7837,18.8822
988,2,352,822,7836,18.8852
988,2,352,823,7835,18.8869
988,2,352,824,7834,18.887
988,2,352,825,7833,18.8894
989,2,351,825,7833,18.8898
989,2,351,826,7832,18.8902
989,2,352,825,7832,18.8906
990,2,351,825,7832,18.8909
990,2,351,826,7831,18.8925
990,2,351,827,7830,18.8929
990,2,352,826,7830,18.8972
990,2,353,825,7830,18.8973
990,2,353,826,7829,18.8999
990,2,354,825,7829,18.9039
990,2,354,826,7828,18.907
991,2,353,826,7828,18.9116
991,2,353,827,7827,18.9124
991,2,353,828,7826,18.9189
991,2,353,829,7825,18.9206
992,2,352,829,7825,18.9222
992,2,353,828,7825,18.9238
992,2,353,829,7824,18.9257
992,2,354,828,7824,18.9263
992,2,354,829,7823,18.9334
993,2,353,829,7823,18.9363
993,2,354,828,7823,18.9417
994,2,353,828,7823,18.9433
995,2,352,828,7823,18.9447
995,2,352,829,7822,18.9482
995,2,352,830,7821,18.9501
995,2,352,831,7820,18.9517
996,2,351,831,7820,18.9518
997,2,350,831,7820,18.9556
997,2,351,830,7820,18.9559
997,2,351,831,7819,18.9569
997,2,351,832,7818,18.9584
997,2,352,831,7818,18.9652
997,2,353,830,7818,18.9653
998,2,352,830,7818,18.9672
999,2,351,830,7818,18.9689
1000,2,350,830,7818,18.973
1000,2,350,831,7817,18.9737
1001,2,349,831,7817,18.9767
1002,2,348,831,7817,18.979
1002,2,348,832,7816,18.9807
1002,2,349,831,7816,18.9807
1003,2,348,831,7816,18.9813
1003,2,348,832,7815,18.9837
1003,2,348,833,7814,18.9849
1003,2,349,832,7814,18.9849
1004,2,348,832,7814,18.9867
1004,2,348,833,7813,18.9885
1004,2,349,832,7813,18.9901
1005,2,348,832,7813,18.9903
1005,2,348,833,7812,18.9904
1005,2,349,832,7812,18.9928
1006,2,348,832,7812,18.9936
1006,2,348,833,7811,18.9963
1006,2,348,834,7810,18.9999
1006,2,348,835,7809,19.0024
1006,2,349,834,7809,19.003
1007,2,348,834,7809,19.0039
1007,2,349,833,7809,19.004
1008,2,348,833,7809,19.0061
1008,2,348,834,7808,19.0063
1008,2,349,833,7808,19.0066
1008,2,349,834,7807,19.0074
1008,2,350,833,7807,19.009
1009,2,349,833,7807,19.0126
1010,2,348,833,7807,19.0135
1010,2,349,832,7807,19.0171
1011,2,348,832,7807,19.0197
1012,2,347,832,7807,19.0211
1013,2,346,832,7807,19.0213
1013,2,347,831,7807,19.0215
1013,2,347,832,7806,19.022
1013,2,348,831,7806,19.0228
1013,2,349,830,7806,19.0234
1013,2,349,831,7805,19.0272
1013,2,349,832,7804,19.0281
1013,2,349,833,7803,19.0289
1013,2,349,834,7802,19.0296
1014,2,348,834,7802,19.0326
1014,2,349,833,7802,19.0346
1014,2,349,834,7801,19.0371
1014,2,349,835,7800,19.0394
1014,2,350,834,7800,19.0415
1014,2,351,833,7800,19.0449
1014,2,351,834,7799,19.045
1014,2,352,833,7799,19.047
1014,2,353,832,7799,19.0474
1015,2,352,832,7799,19.0529
1015,2,352,833,7798,19.0573
1015,2,352,834,7797,19.0574
1015,2,352,835,7796,19.0596
1015,2,352,836,7795,19.0629
1015,2,353,835,7795,19.0635
1015,2,354,834,7795,19.0636
1015,2,355,833,7795,19.0645
1015,2,356,832,7795,19.0659
1015,2,357,831,7795,19.0668
1015,2,357,832,7794,19.0709
1015,2,358,831,7794,19.0746
1015,2,358,832,7793,19.0774
1016,2,357,832,7793,19.0797
1016,2,358,831,7793,19.0855
1016,2,359,830,7793,19.0856
1016,2,359,831,7792,19.0879
1016,2,360,830,7792,19.0896
1016,2,361,829,7792,19.093
1017,2,360,829,7792,19.096
1017,2,361,828,7792,19.0983
1018,2,360,828,7792,19.0997
1018,2,361,827,7792,19.1003
1018,2,362,826,7792,19.1024
1018,2,363,825,7792,19.1027
1018,2,363,826,7791,19.1058
1018,2,363,827,7790,19.1077
1018,2,364,826,7790,19.1088
1018,2,365,825,7790,19.1094
1018,2,366,824,7790,19.1096
1018,2,366,825,7789,19.1129
1018,2,367,824,7789,19.114
1018,2,368,823,7789,19.1146
1018,2,368,824,7788,19.1147
1018,2,368,825,7787,19.1155
1018,2,369,824,7787,19.1164
1018,2,370,823,7787,19.1173
1018,2,371,822,7787,19.1202
1018,2,371,823,7786,19.1272
1019,2,370,823,7786,19.1281
1019,2,370,824,7785,19.1331
1019,2,371,823,7785,19.1357
1019,2,372,822,7785,19.1367
1019,2,372,823,7784,19.1373
1019,2,372,824,7783,19.1387
1019,2,372,825,7782,19.1395
1019,2,373,824,7782,19.1407
1020,2,372,824,7782,19.1416
1020,2,373,823,7782,19.1428
1020,2,374,822,7782,19.1435
1020,2,375,821,7782,19.1435
1021,2,374,821,7782,19.1458
1021,2,374,822,7781,19.1462
1021,2,374,823,7780,19.1462
1022,2,373,823,7780,19.1464
1022,2,374,822,7780,19.1475
1023,2,373,822,7780,19.1479
1023,2,373,823,7779,19.1574
1023,2,373,824,7778,19.158
1023,2,373,825,7777,19.1595
1023,2,373,826,7776,19.164
1023,2,374,825,7776,19.1662
1024,2,373,825,7776,19.1695
1024,2,373,826,7775,19.1731
1024,2,374,825,7775,19.1739
1024,2,374,826,7774,19.1753
1024,2,375,825,7774,19.1774
1024,2,375,826,7773,19.1816
1025,2,374,826,7773,19.1845
1025,2,375,825,7773,19.187
1025,2,376,824,7773,19.1888
1025,2,376,825,7772,19.1899
1026,2,375,825,7772,19.1906
1026,2,376,824,7772,19.1908
1026,2,377,823,7772,19.1926
1026,2,378,822,7772,19.1937
1026,2,378,823,7771,19.1944
1026,2,379,822,7771,19.1959
1027,2,378,822,7771,19.1968
1028,2,377,822,7771,19.1995
1028,2,378,821,7771,19.2007
1029,2,377,821,7771,19.2007
1030,2,376,821,7771,19.2013
1030,2,377,820,7771,19.2028
1030,2,378,819,7771,19.2034
1030,2,378,820,7770,19.2071
1031,2,377,820,7770,19.208
1031,2,378,819,7770,19.208
1031,2,378,820,7769,19.2082
1031,2,379,819,7769,19.2122
1031,2,380,818,7769,19.2126
1031,2,381,817,7769,19.2147
1032,2,380,817,7769,19.2152
1032,2,381,816,7769,19.2166
1032,2,381,817,7768,19.2176
1032,2,381,818,7767,19.222
1032,2,382,817,7767,19.2221
1032,2,383,816,7767,19.2229
1032,2,384,815,7767,19.2233
1032,2,384,816,7766,19.2241
1032,2,384,817,7765,19.2252
1032,2,384,818,7764,19.2255
1033,2,383,818,7764,19.2256
1033,2,383,819,7763,19.2302
1034,2,382,819,7763,19.2317
1034,2,382,820,7762,19.2392
1035,2,381,820,7762,19.2395
1035,2,382,819,7762,19.2396
1035,2,383,818,7762,19.2398
1035,2,383,819,7761,19.2419
1035,2,383,820,7760,19.2423
1036,2,382,820,7760,19.2482
1036,2,382,821,7759,19.2483
1036,2,383,820,7759,19.2492
1037,2,382,820,7759,19.2522
1037,2,383,819,7759,19.2632
1038,2,382,819,7759,19.2651
1038,2,383,818,7759,19.2669
1039,2,382,818,7759,19.2673
1039,2,383,817,7759,19.269
1039,2,383,818,7758,19.2711
1039,2,383,819,7757,19.2712
1040,2,382,819,7757,19.2712
1041,2,381,819,7757,19.2717
1041,2,381,820,7756,19.2718
1041,2,382,819,7756,19.2746
1041,2,383,818,7756,19.2769
1041,2,384,817,7756,19.2776
1041,2,385,816,7756,19.2806
1042,2,384,816,7756,19.2807
1042,2,384,817,7755,19.2808
1042,2,384,818,7754,19.282
1042,2,384,819,7753,19.2839
1042,2,385,818,7753,19.2855
1042,2,385,819,7752,19.2858
1043,2,384,819,7752,19.2865
1043,2,385,818,7752,19.2881
1043,2,385,819,7751,19.2882
1043,2,385,820,7750,19.2895
1043,2,385,821,7749,19.2914
1043,2,385,822,7748,19.2931
1043,2,386,821,7748,19.297
1044,2,385,821,7748,19.2987
1044,2,386,820,7748,19.3008
1044,2,386,821,7747,19.3015
1044,2,387,820,7747,19.3062
1044,2,388,819,7747,19.3084
1044,2,388,820,7746,19.3085
1044,2,388,821,7745,19.3102
1044,2,388,822,7744,19.3109
1044,2,389,821,7744,19.3114
1044,2,390,820,7744,19.3134
1044,2,391,819,7744,19.3134
1044,2,392,818,7744,19.3137
1045,2,391,818,7744,19.3142
1046,2,390,818,7744,19.3153
1047,2,389,818,7744,19.32
1047,2,390,817,7744,19.3222
1047,2,390,818,7743,19.3226
1047,2,390,819,7742,19.3228
1047,2,390,820,7741,19.3239
1047,2,390,821,7740,19.324
1047,2,390,822,7739,19.3269
1047,2,391,821,7739,19.3289
1047,2,391,822,7738,19.3293
1047,2,392,821,7738,19.3302
1047,2,392,822,7737,19.3304
1047,2,393,821,7737,19.3314
1047,2,393,822,7736,19.335
1047,2,394,821,7736,19.335
1047,2,394,822,7735,19.337
1048,2,393,822,7735,19.3378
1048,2,394,821,7735,19.3416
1049,2,393,821,7735,19.3422
1050,2,392,821,7735,19.3439
1050,2,392,822,7734,19.344
1050,2,393,821,7734,19.3442
1051,2,392,821,7734,19.3494
1051,2,392,822,7733,19.3529
1051,2,392,823,7732,19.3553
1051,2,392,824,7731,19.3589
1051,2,393,823,7731,19.3594
1051,2,393,824,7730,19.3609
1051,2,393,825,7729,19.3637
1052,2,392,825,7729,19.365
1052,2,392,826,7728,19.3654
1053,2,391,826,7728,19.3668
1053,2,391,827,7727,19.3697
1053,2,392,826,7727,19.3713
1053,2,392,827,7726,19.3732
1053,2,392,828,7725,19.3741
1053,2,392,829,7724,19.3745
1053,2,392,830,7723,19.3778
1053,2,393,829,7723,19.3801
1054,2,392,829,7723,19.3822
1054,2,393,828,7723,19.3826
1054,2,393,829,7722,19.3837
1054,2,393,830,7721,19.3906
1054,2,393,831,7720,19.3915
1054,2,393,832,7719,19.3936
1054,2,393,833,7718,19.3951
1054,2,393,834,7717,19.3971
1054,2,393,835,7716,19.398
1055,2,392,835,7716,19.3981
1056,2,391,835,7716,19.4026
1056,2,391,836,7715,19.4035
1056,2,392,835,7715,19.404
1056,2,392,836,7714,19.4064
1057,2,391,836,7714,19.407
1058,2,390,836,7714,19.4084
1059,2,389,836,7714,19.4087
1060,2,388,836,7714,19.4098
1060,2,388,837,7713,19.4132
1060,2,389,836,7713,19.4143
1060,2,390,835,7713,19.4215
1060,2,391,834,7713,19.4227
1060,2,392,833,7713,19.4235
1060,2,392,834,7712,19.4244
1060,2,393,833,7712,19.425
1060,2,394,832,7712,19.4256
1060,2,395,831,7712,19.4273
1060,2,395,832,7711,19.4276
1061,2,394,832,7711,19.4281
1061,2,394,833,7710,19.4354
1061,2,395,832,7710,19.4354
1061,2,395,833,7709,19.4385
1061,2,395,834,7708,19.439
1062,2,394,834,7708,19.4436
1063,2,393,834,7708,19.4457
1063,2,393,835,7707,19.4474
1064,2,392,835,7707,19.4487
1065,2,391,835,7707,19.4497
1066,2,390,835,7707,19.4498
1066,2,390,836,7706,19.4525
1066,2,390,837,7705,19.465
1066,2,390,838,7704,19.4652
1066,2,390,839,7703,19.4672
1066,2,390,840,7702,19.4685
1067,2,389,840,7702,19.4697
1067,2,390,839,7702,19.47
1068,2,389,839,7702,19.4702
1069,2,388,839,7702,19.4732
1069,2,388,840,7701,19.4744
1070,2,387,840,7701,19.4768
1070,2,387,841,7700,19.4771
1070,2,387,842,7699,19.4793
1071,2,386,842,7699,19.4793
1071,2,386,843,7698,19.4844
1071,2,387,842,7698,19.4852
1071,2,388,841,7698,19.4867
1071,2,388,842,7697,19.4877
1072,2,387,842,7697,19.4916
1072,2,387,843,7696,19.4934
1073,2,386,843,7696,19.4941
1073,2,386,844,7695,19.4977
1073,2,387,843,7695,19.506
1074,2,386,843,7695,19.5078
1074,2,387,842,7695,19.5083
1074,2,388,841,7695,19.5098
1074,2,389,840,7695,19.514
1075,2,388,840,7695,19.515
1075,2,389,839,7695,19.5175
1075,2,389,840,7694,19.5176
1075,2,390,839,7694,19.5189
1075,2,391,838,7694,19.5198
1075,2,391,839,7693,19.5207
1075,2,392,838,7693,19.524
1076,2,391,838,7693,19.5251
1076,2,391,839,7692,19.526
1076,2,392,838,7692,19.5262
1076,2,393,837,7692,19.5267
1076,2,393,838,7691,19.527
1076,2,393,839,7690,19.5302
1076,2,394,838,7690,19.5337
1076,2,395,837,7690,19.5356
1076,2,396,836,7690,19.5367
1076,2,396,837,7689,19.54
1077,2,395,837,7689,19.5412
1077,2,395,838,7688,19.5451
1077,2,396,837,7688,19.5456
1077,2,396,838,7687,19.5528
1078,2,395,838,7687,19.5547
1078,2,395,839,7686,19.5549
1079,2,394,839,7686,19.5561
1079,2,394,840,7685,19.5567
1079,2,394,841,7684,19.5592
1080,2,393,841,7684,19.5602
1080,2,394,840,7684,19.5632
1080,2,395,839,7684,19.5656
1080,2,395,840,7683,19.5708
1081,2,394,840,7683,19.5712
1081,2,395,839,7683,19.5745
1082,2,394,839,7683,19.5753
1082,2,395,838,7683,19.5762
1082,2,395,839,7682,19.5764
1082,2,396,838,7682,19.5772
1082,2,396,839,7681,19.5784
1082,2,396,840,7680,19.5786
1083,2,395,840,7680,19.5788
1083,2,396,839,7680,19.5815
1084,2,395,839,7680,19.5817
1084,2,396,838,7680,19.5821
1085,2,395,838,7680,19.5832
1085,2,395,839,7679,19.5853
1086,2,394,839,7679,19.5856
1087,2,393,839,7679,19.5914
1087,2,393,840,7678,19.6117
1087,2,393,841,7677,19.6118
1087,2,393,842,7676,19.6122
1087,2,393,843,7675,19.6133
1087,2,393,844,7674,19.6137
1087,2,393,845,7673,19.6151
1087,2,393,846,7672,19.6154
1088,2,392,846,7672,19.6155
1088,2,392,847,7671,19.6187
1088,2,393,846,7671,19.6201
1088,2,393,847,7670,19.6229
1089,2,392,847,7670,19.631
1089,2,393,846,7670,19.6355
1089,2,393,847,7669,19.6399
1089,2,394,846,7669,19.6402
1089,2,394,847,7668,19.6424
1089,2,394,848,7667,19.643
1089,2,395,847,7667,19.6463
1089,2,396,846,7667,19.6465
1089,2,397,845,7667,19.6471
1089,2,397,846,7666,19.6478
1089,2,398,845,7666,19.6498
1089,2,399,844,7666,19.6505
1090,2,398,844,7666,19.651
1090,2,399,843,7666,19.6517
1090,2,400,842,7666,19.6517
1090,2,400,843,7665,19.6538
1091,2,399,843,7665,19.656
1091,2,399,844,7664,19.6589
1091,2,399,845,7663,19.6625
1091,2,399,846,7662,19.6628
1091,2,399,847,7661,19.6636
1091,2,400,846,7661,19.6647
1092,2,399,846,7661,19.6656
1092,2,399,847,7660,19.6661
1092,2,400,846,7660,19.6665
1093,2,399,846,7660,19.6708
1093,2,399,847,7659,19.674
1093,2,400,846,7659,19.6752
1093,2,400,847,7658,19.6768
1093,2,400,848,7657,19.6804
1094,2,399,848,7657,19.6817
1094,2,399,849,7656,19.683
1094,2,400,848,7656,19.6833
1095,2,399,848,7656,19.685
1095,2,399,849,7655,19.6852
1095,2,400,848,7655,19.6868
1096,2,399,848,7655,19.6874
1096,2,399,849,7654,19.6892
1097,2,398,849,7654,19.6926
1097,2,398,850,7653,19.697
1098,2,397,850,7653,19.6982
1099,2,396,850,7653,19.7029
1099,2,397,849,7653,19.7034
1099,2,397,850,7652,19.7041
1100,2,396,850,7652,19.7075
1100,2,396,851,7651,19.7075
1101,2,395,851,7651,19.7077
1102,2,394,851,7651,19.7113
1102,2,395,850,7651,19.7136
1102,2,396,849,7651,19.7156
1102,2,396,850,7650,19.7157
1102,2,397,849,7650,19.7165
1102,2,397,850,7649,19.7231
1102,2,397,851,7648,19.7231
1102,2,397,852,7647,19.7232
1103,2,396,852,7647,19.7245
1104,2,395,852,7647,19.7289
1104,2,395,853,7646,19.7339
1104,2,395,854,7645,19.7346
1105,2,394,854,7645,19.7361
1105,2,394,855,7644,19.7377
1105,2,394,856,7643,19.7388
1105,2,395,855,7643,19.7389
1105,2,395,856,7642,19.7391
1105,2,395,857,7641,19.7425
1106,2,394,857,7641,19.743
1106,2,394,858,7640,19.7441
1106,2,394,859,7639,19.7442
1106,2,394,860,7638,19.7451
1106,2,394,861,7637,19.7473
1106,2,394,862,7636,19.7485
1107,2,393,862,7636,19.7502
1107,2,393,863,7635,19.7522
1108,2,392,863,7635,19.7527
1108,2,392,864,7634,19.7549
1108,2,393,863,7634,19.758
1108,2,393,864,7633,19.7586
1108,2,393,865,7632,19.7591
1109,2,392,865,7632,19.76
1109,2,393,864,7632,19.7622
1110,2,392,864,7632,19.7627
1110,2,392,865,7631,19.7648
1110,2,392,866,7630,19.7692
1110,2,392,867,7629,19.7694
1110,2,392,868,7628,19.7702
1110,2,393,867,7628,19.7703
1110,2,393,868,7627,19.7724
1110,2,394,867,7627,19.773
1110,2,394,868,7626,19.7739
1110,2,394,869,7625,19.7756
1111,2,393,869,7625,19.7761
1111,2,393,870,7624,19.7764
1112,2,392,870,7624,19.7806
1112,2,392,871,7623,19.7829
1112,2,392,872,7622,19.7837
1112,2,392,873,7621,19.7837
1112,2,392,874,7620,19.7867
1113,2,391,874,7620,19.7941
1113,2,391,875,7619,19.7944
1114,2,390,875,7619,19.7944
1114,2,390,876,7618,19.7948
1115,2,389,876,7618,19.7956
1115,2,389,877,7617,19.7981
1115,2,390,876,7617,19.7987
1115,2,390,877,7616,19.7997
1115,2,390,878,7615,19.8001
1115,2,391,877,7615,19.8048
1115,2,391,878,7614,19.8083
1115,2,392,877,7614,19.81
1115,2,392,878,7613,19.811
1115,2,393,877,7613,19.8116
1115,2,394,876,7613,19.8171
1115,2,394,877,7612,19.821
1115,2,395,876,7612,19.8222
1115,2,396,875,7612,19.8249
1116,2,395,875,7612,19.8252
1116,2,395,876,7611,19.8258
1116,2,395,877,7610,19.8283
1116,2,396,876,7610,19.8285
1116,2,397,875,7610,19.8293
1116,2,398,874,7610,19.8321
1116,2,399,873,7610,19.8384
1116,2,399,874,7609,19.8385
1116,2,400,873,7609,19.8396
1116,2,400,874,7608,19.8409
1116,2,400,875,7607,19.8439
1116,2,401,874,7607,19.8456
1116,2,401,875,7606,19.8458
1116,2,401,876,7605,19.8471
1117,2,400,876,7605,19.8531
1117,2,401,875,7605,19.854
1118,2,400,875,7605,19.8556
1119,2,399,875,7605,19.8597
1119,2,399,876,7604,19.8601
1119,2,399,877,7603,19.8608
1119,2,400,876,7603,19.8647
1119,2,400,877,7602,19.8667
1119,2,400,878,7601,19.87
1120,2,399,878,7601,19.8709
1120,2,399,879,7600,19.873
1120,2,399,880,7599,19.8749
1120,2,400,879,7599,19.8758
1120,2,401,878,7599,19.876
1120,2,401,879,7598,19.8803
1120,2,401,880,7597,19.8805
1121,2,400,880,7597,19.8841
1121,2,401,879,7597,19.8857
1122,2,400,879,7597,19.8875
1122,2,400,880,7596,19.8876
1122,2,401,879,7596,19.8934
1122,2,401,880,7595,19.8937
1122,2,401,881,7594,19.8955
1122,2,402,880,7594,19.8967
1122,2,403,879,7594,19.8976
1122,2,403,880,7593,19.898
1122,2,404,879,7593,19.8983
1123,2,403,879,7593,19.9019
